Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify_streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786,"129,923",93969186,86,"125,203,447","1,990,342","22,100","13,787,343","107,398,826","244,390,161",87,"37,314",361,46,"2,137,898",38,"3,029,375","6,510","14,942,955","1,839,283",,1
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion PiTop Gun: Maverick"""")""""",OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145,"212,406",160444270,83,"409,785,349","3,326,477","247,865","155,593,087","1,825,552,705","2,563,240,162",267,"523,907","3,418",111,"4,754,372",75,"152,770,142","49,622",,"9,091,826",,0
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,438796949,"23,959",34805394,78,"509,727,241","2,202,866","1,223,804","46,080,266","782,582,119","1,337,889,706",56,"60,758",959,29,"3,457,921",38,"38,214,505","9,932","62,622","865,444",,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133.0,1867736006,"302,486",82611625,76,"747,126,783","10,795,292","2,467,227","160,756,733","1,768,836,179","2,069,527,154",329,"931,316","1,897",273,"3,821,598",85,"240,562,062","131,540","40,756,476","10,228,436",,1
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908,"144,619",51186002,74,"2,638,957,320","62,311,179","3,098,499","662,794,945","5,063,720,138","2,199,001,119",323,"351,169",198,355,"1,888,088",98,,,,"7,896,781",,0
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,3427498835,"338,763",160553919,82,"2,153,701,892","20,891,433","1,940,473","212,007,614","2,161,032,034","2,333,853,734",408,"600,211",381,502,"4,834,088",110,"427,212,257","357,540",,"29,266,297",,0
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,230849195,"23,091",12233221,64,"363,082,908","5,135,848","4,897,595","104,580,759","1,551,501,289","150,614,267",49,"24,103",214,25,"319,914",33,"23,525,446","4,705",,"623,446",,0
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922,"74,295",89509926,77,"221,078,988","2,557,839","4,687,520","1,252,326,407","15,247,253,457","718,932,832",108,"412,680","5,869",43,"1,491,347",59,"81,828,913","36,462",,"3,086,624",,0
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097,"90,793",87801398,18,"113,450,524","2,108,657","394,640","152,624,014","1,448,207,880","1,111,017,294",173,"161,513",93,61,"5,239,925",128,"28,318,435","67,590","4,296,515","4,872,257",,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,3/1/2024,BCAEW2400001,139,128.5,37157630,"2,052",30387641,74,"63,418,833","427,441","1,600,000","853,176","8,850,449","149,589,609",11,190,,32,"8,460,458",11,,,,"42,895",,0
People,People - Single,Libianca,12/5/2022,QZTB52268087,141,127.8,631955547,"121,823",45030006,74,"305,998,382","2,647,341","3,168,854","243,797,561","3,233,505,931","704,906,130",145,"122,781",202,74,"1,217,657",54,"9,017,480","11,289","8,026,553","6,121,126",,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,UKWLG2400013,144,126.9,114574238,"10,564",180987712,84,"9,134,225","124,326","299,000","4,419,373","79,796,400","3,117,914",87,"86,814",159,128,"35,099,280",133,"4,503,872",442,"422,718",,,0
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,1721045197,"156,941",97122096,81,"798,827,877","3,379,928","1,614,275","209,367,923","2,596,777,974","420,585,933",142,"152,522","1,161",97,"8,709,032",133,"47,203,290","19,769",,"4,817,885",,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,1612286123,"282,719",97390961,74,"1,019,256,266","10,280,320","1,404,274","502,778,982","4,702,037,810","2,889,452,237",348,"569,287",789,342,"2,587,713",90,"92,111,798","90,598",,"7,848,760",,1
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,2607121959,"270,230",143953432,78,"1,201,600,884","10,239,198","4,725,570","414,013,363","3,535,661,993","2,374,637,534",581,"999,941",954,632,"4,254,903",118,"313,923,242","99,949",,"13,421,701",,0
Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,USUG11800685,150,123.9,2548389305,"339,306",75858140,78,"987,143,411","9,384,427","1,900,813","44,442,433","338,071,383","274,498,079",153,"69,562",132,54,"442,640",36,"259,400,789","552,552","257,459,352","9,308,937",,1
PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,1185929926,"103,026",64847502,76,"1,229,843,060","5,870,729","1,300,337","251,445,963","2,829,294,043","763,687,717",115,"130,158",688,75,"7,349,218",90,"92,136,339","29,371",,"3,397,861",,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,USAT22005111,152,123.4,1325725696,"171,255",53040559,72,"1,329,826,741","15,965,491","8,470,921","1,183,499,351","9,539,547,626","181,452,145",222,"91,249",306,94,"249,116",50,"184,950,173","397,731",,"4,618,794",,1
SPOT!,SPOT!,ZICO,4/26/2024,USA2P2421932,153,122.8,77757035,"3,407",35428519,81,"100,148,771","2,531,168","99,900","46,645,177","366,905,484","24,981,456",27,"1,861",51,2,"151,901",20,"63,300",98,,"173,263",,0
Family Matters,Family Matters,Drake,5/3/2024,USUG12402984,154,122.7,72335127,"8,696",36774031,86,"41,492,122","1,034,563",,,,"166,330,702",38,"1,488",,16,"1,504,365",60,"3,065,493","2,302","2,401,049","283,217",,1
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330093,156,122.4,1673557134,"54,950",91343768,80,"397,523,735","10,125,293","341,522","114,990,786","761,760,624","1,800,517,153",86,"23,714",861,54,"5,286,388",56,"6,442,882","4,352",,"2,310,409",,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300802,157,121.9,922010059,"107,189",61174155,79,"141,852,059","567,295","285,414","61,112,010","811,685,466","182,412,108",106,"18,364","1,846",7,"33,712",38,"307,115,852","200,650","13,022,144","2,665,347",,1
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,IEACJ2300335,158,121.2,532012790,"22,396",130752527,85,"13,119,247","218,957",,,,,235,"6,952",,85,"25,307,005",108,,,"119,813","2,580,089",,0
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100318,159,120.8,1754311538,"271,758",62218811,74,"958,790,883","7,686,994","1,036,355","225,139,300","2,658,904,267","3,526,952,174",454,"1,347,725","1,035",352,"7,318,680",136,"269,834,154","88,143","17,144,484","15,886,717",,0
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305257,160,120.7,850810162,"56,104",79334561,82,"258,553,384","1,174,349","1,167,300","58,820,722","717,259,721","590,681,204",72,"39,951",4,57,"7,146,260",83,"32,210,732","12,492",,"1,537,093",,1
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,USAT22100906,161,120.1,1312168384,"248,793",50068571,75,"993,324,548","9,537,455","1,503,567","369,280,607","3,350,704,343","2,421,128,623",308,"557,867",309,120,"1,553,392",103,"149,304,590","91,366",,"10,288,388",,0
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,2167768056,"309,421",72787213,79,"773,591,065","11,098,007","1,893,481","1,080,682,523","8,186,754,429","2,285,796,743",355,"4,835","1,283",98,"1,610,293",102,"119,030,447","170,032","19,263,268",,,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900764,164,117.7,2516804300,"296,739",113315017,76,"1,779,243,626","26,239,833","3,774,645","177,247,662","1,409,756,969","2,066,888,119",432,"353,076","1,024",258,"3,123,258",174,"229,833,113","534,958",,"18,994,040",,0
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,2738293818,"251,033",108433327,74,"2,372,399,124","26,919,886","5,815,851","140,938,643","1,859,977,153","2,305,437,038",380,"531,893",378,570,"2,693,006",89,"337,815,285","426,555",,"15,254,141",,0
DESPECHï¿,DESPECHï¿,ROSALï¿½,7/28/2022,USSM12207207,166,116.9,1003487432,"126,402",88024543,73,"621,874,255","2,859,234","2,409,247","476,447,290","6,208,638,113","672,233,681",152,"175,614","1,077",105,"6,388,819",97,"40,988,020","6,129",,"3,205,234",,1
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,USUM72007941,167,116.7,1638836101,"272,933",50425049,70,"1,170,441,361","13,667,470","5,241,838","364,560,431","3,869,815,694","201,859,518",216,"298,661",62,98,"1,699,879",47,"245,618,280","272,002",,"7,646,337",,1
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,GBAHS2201304,168,116.6,372423476,"44,730",21933393,71,"131,308,671","1,074,684","1,102,985","38,959,591","830,123,390","961,201,576",132,"644,972",287,32,"1,018,314",68,"40,613,139","6,969",,"2,886,987",,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,USWB12304903,169,116.5,630373315,"70,400",105320547,84,"50,938,569","246,731","215,433","70,110,809","586,454,750","207,483,261",95,"83,414",35,47,"9,094,602",112,"147,144,967","33,058","5,597,165","1,673,932",,0
Circles,Circles,Post Malone,8/30/2019,USUM71915699,170,116.0,2481391466,"332,437",124491320,80,"1,116,323,669","8,490,012","83,111","26,892,604","273,522,601","841,624,305",355,"1,015,731",413,311,"1,603,280",69,"448,494,186","212,174",,"13,634,519",,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,DGA062382895,171,115.9,474590289,"24,891",25915889,78,"577,930,708","1,569,516","136,500","32,754,141","509,287,649","1,484,713,132",27,"15,783",215,22,"2,762,020",27,"44,676,754","9,094","774,895","1,173,817",,0
About Damn Time,About Damn Time,Lizzo,4/14/2022,USAT22202139,172,115.6,847025688,"104,052",47808065,66,"106,024,874","1,080,393","3,030,761","1,522,267,606","15,665,483,220","22,274,346",215,"1,024,138","2,826",143,"1,456,203",4,,,,"5,445,721",,1
Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,2880536961,"285,381",129399627,80,"4,086,121,880","22,091,228","1,103,074","100,536,756","514,053,404","467,800,052",385,"316,965",467,284,"838,570",78,"819,509,308","739,296",,"16,185,008",,0
FLOWER,ME,JISOO,3/31/2023,KRA402300002,174,114.3,440364356,"26,107",15314737,70,"525,156,884","10,820,829","3,411,209","550,993,898","6,724,997,940","68,869,541",33,"11,830",92,6,"26,844",35,"1,335,366","3,263",,"1,058,579",,0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,689181455,"61,138",90492257,83,"183,381,482","738,123","213,300","49,332,435","487,440,417","546,833,520",67,"32,507",175,51,"13,729,294",44,"14,039,085","3,684","2,473,108","930,098",,1
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,USSM11706905,177,112.8,2072182782,"194,332",86159672,75,"3,952,909,529","32,333,846","1,314,091","53,911,465","546,650,805","2,137,655,536",342,"175,317",563,541,"1,593,590",95,"455,553,499","772,600",,"16,095,913",,0
LUNA,FERXXOCALIPSIS,Feid,12/1/2023,USUM72318216,178,112.6,606124553,"40,628",139802900,86,"166,363,445","1,019,744","14,519","5,128,004","29,601,244","476,273,095",80,"51,631",170,64,"14,011,480",31,"1,550,124","1,179",,"1,704,574",,0
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,6/3/2022,USUM72208023,179,112.5,827950825,"118,965",64661540,73,"299,001,099","2,751,490","172,228","118,133,115","1,359,837,461","3,624,466,116",83,"761,996","2,175",43,"3,276,564",70,"150,508,004","31,988","6,459,716","3,384,275",,1
Bones,Bones,Imagine Dragons,3/11/2022,USUM72201759,180,112.0,1227475431,"180,053",70861210,78,"584,854,654","6,691,488","341,199","191,133,207","2,255,843,288","3,064,084,870",94,"305,868","1,789",47,"1,718,874",67,"124,506,820","66,190",,"7,031,981",,0
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,8/17/2023,USSD12300400,182,111.8,571366508,"32,236",42828677,79,"475,200,526","1,369,288",,,,"1,602,673,476",50,"38,691",423,60,"10,199,675",29,"35,912,217","8,715","46,646","1,703,294",,1
golden hour,golden hour,JVKE,7/15/2022,GBKPL2204171,183,111.4,1126986320,"200,887",45885823,73,"293,553,015","5,388,022","461,623","313,934,124","2,305,840,359","2,451,087,344",77,"148,360",719,22,"379,311",35,"32,611,885","64,225","14,112,455","3,897,680",,0
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000942,184,111.3,2074721986,"255,296",109442317,77,"1,665,434,424","15,432,964","858,364","324,510,578","2,649,555,956","4,124,133,645",388,"476,547",659,250,"2,098,761",46,"188,728,577","98,317",,"7,948,325",,0
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/2024,QZSYP2454435,185,111.1,89362910,"7,377",70714216,84,"37,676,729","525,264","361,700","71,058,620","476,545,000","126,493,852",52,"52,534",976,4,"57,534",58,"10,234,988","14,251","2,263,132","514,293",,1
"This Wish - From Wish""""""""","This Wish (From Wish"""")""""",Ariana DeBose,10/18/2023,USWD12328242,186,110.9,26674909,"2,673",8562091,19,"7,863,539","84,565","4,304,279","50,776,319","709,276,580","300,010",36,214,,4,"81,296",20,"1,639,744","2,942",,"87,704",,0
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214888,188,110.7,1421763497,"152,592",62313059,78,"945,857,087","5,587,691","179,400","14,518,451","225,142,753","171,156,518",91,"72,953",191,42,"6,938,988",49,"57,148,186","17,651",,"3,087,489",,0
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,1/10/2020,USSM11914962,189,110.2,1237874594,"276,882",51153940,67,"2,430,804,498","12,334,565","584,648","77,631,196","964,755,757","430,690,809",187,"7,602",47,95,"487,631",32,"222,732,085","88,462",,"5,329,382",,1
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,QMDA62217995,190,110.1,804925777,"128,247",62532855,75,"175,393,116","1,729,347","935,169","362,063,344","3,209,982,240","841,611,064",138,"400,246",65,65,"8,982,560",66,"21,279,325","11,614","9,065,143","6,548,714",,1
Stargazing,Stargazing,Myles Smith,5/10/2024,GBARL2400510,191,109.8,106599323,"9,406",164949597,87,"10,331,471","167,936",,"279,000","4,700,000","38,232,470",120,"11,172",14,93,"14,817,504",109,"3,667,355",548,"990,796",,,0
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,USUG12204897,192,109.7,971473231,"239,671",77479207,78,"198,796,965","2,003,253","803,500","85,725,313","926,300,276","327,806,846",110,"1,041",641,18,"314,003",57,"50,899,547","48,037","24,117,364","3,142,892",,1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013339,193,109.5,1125681368,"251,023",32574699,72,"306,628,096","3,322,075","5,487,112","345,484,397","2,775,640,343","258,709,304",119,"372,838",744,21,"94,686",22,"224,742,683","79,225","70,901,053","3,908,069",,1
Memories,Memories,Maroon 5,9/20/2019,USUM71913350,194,109.3,2011072164,"222,804",49920599,77,"1,290,292,327","11,720,744","2,377,898","155,233,360","1,458,416,059","2,403,585,054",268,"765,565",403,445,"1,033,541",50,"403,824,864","253,642",,"14,241,952",,0
Classy 101,Classy 101,Feid,3/31/2023,USUM72304895,195,109.1,872148396,"90,726",70485920,78,"477,047,694","1,887,642","459,540","102,272,836","1,113,541,743","1,850,185,458",94,"46,835",186,50,"12,249,404",55,"11,049,774","3,399",,"1,625,704",,1
Whatever,Whatever,Kygo,1/19/2024,USRC12302637,196,109.0,222354971,"17,551",159961203,83,"45,439,562","522,558",,,,"1,880,782,257",111,"191,358",278,171,"32,320,584",109,"10,225,886",568,,"1,421,900",,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,USRC12400299,197,108.4,207093873,"23,181",114051028,87,"19,787,472","254,004","67,400","22,398,663","298,300,000","320,540,886",61,"5,477",577,31,"1,483,573",65,"6,895,257","6,101","13,917,600",,,1
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,8/4/2023,DEA622301801,198,107.8,361517395,"119,783",95312340,80,"37,192,341","491,577","13,334","1,804,060","35,999,853","3,117,914",56,"56,118",,52,"4,459,149",23,,,"5,166,756","4,372,188",,0
Without Me,Without Me,Halsey,10/4/2018,USUM71813499,200,107.4,2042792456,"198,888",69311277,75,"2,018,089,906","20,528,541","3,897,257","208,270,183","2,216,715,741","2,352,917,415",180,"320,792",300,69,"646,681",89,"562,568,504","360,183","24,711,739","14,816,076",,1
Shallow,Shallow,Lady Gaga,9/27/2018,USUM71813192,204,106.9,2447973078,"221,822",90174192,78,"2,732,311,956","15,274,815","52,698","11,103,476","168,789,459","2,310,840,501",261,"228,874",135,158,"1,551,217",95,"387,105,091","651,760","1,196,386","153,863",,0
Thunder,Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,106.9,2384768901,"244,951",88329475,79,"2,707,166,590","16,780,231","1,839,173","79,131,934","906,537,912","222,980,374",225,"273,249",509,226,"1,148,532",43,"688,060,560","1,104,391",,"13,844,050",,0
Rush,Rush,Ayra Starr,9/16/2022,NGA3B2216004,205,106.4,371886608,"98,009",19411516,67,"361,174,452","1,904,397","3,035,139","98,505,939","1,454,848,289","269,311,214",162,"85,871",230,47,"2,772,886",67,"10,681,624","3,972","9,245,741","8,870,769",,0
abcdefu,abcdefu,GAYLE,8/13/2021,USAT22103652,206,106.2,1128273165,"193,857",61311826,70,"499,895,662","6,801,671","2,167,302","1,127,247,971","12,414,681,151","3,366,280,433",209,"470,778","1,509",79,"4,946,332",45,"154,675,499","105,068",,"7,565,502",,1
Buga,Buga,Kizz Daniel,5/3/2022,USUYG1425645,208,105.8,86516910,"30,835",3440925,57,"266,679,537","1,536,035","10,289,181","119,876,546","1,872,751,535","29,657,775",51,"13,698",,9,"580,760",19,"7,380,862","2,596",,"3,876,226",,0
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,105.8,1087938471,"220,515",63054597,73,"147,472,695","2,050,299","902,163","360,938,850","2,783,442,788","2,111,662,944",132,"2,962","1,461",69,"3,999,785",58,"13,639,179","45,788","26,683,563","4,118,983",,1
MONEY,LALISA,LISA,9/10/2021,KRA402100099,210,105.5,1189335848,"103,236",33637835,73,"1,323,718,887","20,328,622","3,707,867","1,292,738,947","12,516,703,531","1,203,702,704",54,"29,685",461,29,"484,446",25,"4,765,438","18,921",,"3,720,737",,1
Columbia,Columbia,Quevedo,7/7/2023,BK4DA2310533,209,105.5,721002940,"84,161",56226278,79,"266,411,536","1,343,262","372,100","71,411,756","752,868,970","535,715,103",47,"51,158",44,39,"1,537,049",64,"260,176","1,269","120,842","1,148,958",,0
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,QM7282306246,212,105.2,684204777,"48,370",25130304,78,"362,779,953","1,617,493","777,100","112,400,175","1,207,597,707","297,822,969",51,"4,811",27,22,"13,901,598",32,"21,933,646","13,520","5,928,532","1,567,605",,1
Woman,Planet Her,Doja Cat,6/25/2021,USRC12101532,211,105.2,1606950381,"217,443",95985096,78,"641,326,002","7,454,749","2,148,350","795,146,493","5,944,657,895","3,148,985,028",217,"414,829","1,849",84,"3,363,038",42,"64,368,314","44,396",,"5,907,933",,1
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,USSM12206232,213,104.9,795960535,"100,204",68659216,73,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325","251,341,543",182,"481,547",818,108,"3,025,424",142,"41,249,326","32,516",,"3,861,203",,1
KING KONG,KING KONG,TREASURE,5/28/2024,KRA402400030,214,104.5,8078265,207,12311489,68,"44,927,750","931,230",,,,,10,70,,5,572,25,"6,554",4,,"12,404",,0
How You Like That,How You Like That,BLACKPINK,6/25/2020,KRA402000111,215,104.5,1033109188,"82,170",21177170,68,"1,584,676,582","29,210,301","10,007,464","628,046,798","7,988,463,856","328,047,537",96,"36,043",37,34,"130,559",46,"8,108,765","42,199",,"3,461,123",,0
Nasty,Nasty,Tinashe,4/12/2024,USLD91757578,217,104.4,31612906,"3,887",106475497,76,"6,277,949","171,470","535,464","171,691,158","1,051,026,401",480,38,"1,638",13,3,"153,459",69,"154,795","1,095","3,832,811","336,779",,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208783,218,104.4,706356280,"166,277",62975073,77,"172,653,099","1,750,863","32,432","14,181,961","108,461,504","205,280,243",56,"72,856",331,13,"1,040,628",41,"27,896,080","16,722","22,121,803","2,363,066",,1
Panda,Panda,Desiigner,2/26/2016,USUM71601094,219,104.2,1181348550,"170,002",34000497,62,"2,277,330,940","22,334,292","3,823,774","33,020,704","283,835,852","190,757,316",245,"22,143",113,63,"559,832",14,"375,337,428","1,442,436","212,661,473","10,372,624",,1
